Kat [deg]	Moment obrotowy [mNm]
186,06	-5,577
186,09	-5,566
186,12	-5,573
186,15	-5,574
186,18	-5,566
186,21	-5,521
186,24	-5,729
186,27	-5,512
186,30	-5,662
186,33	-5,553
186,36	-5,608
186,39	-5,514
186,42	-5,647
186,45	-5,478
186,48	-5,735
186,51	-5,500
186,54	-5,460
186,57	-5,592
186,60	-5,552
186,63	-5,557
186,66	-5,609
186,69	-5,732
186,72	-5,578
186,75	-5,566
186,78	-5,589
186,81	-5,515
186,84	-5,523
186,87	-5,733
186,90	-5,593
186,93	-5,656
186,96	-5,665
186,99	-5,576
187,02	-5,666
187,05	-5,543
187,08	-5,564
187,11	-5,677
187,14	-5,626
187,17	-5,593
187,20	-5,630
187,23	-5,567
187,26	-5,430
187,29	-5,627
187,32	-5,532
187,35	-5,507
187,38	-5,578
187,41	-5,591
187,44	-5,629
187,47	-5,677
187,50	-5,662
187,53	-5,653
187,56	-5,650
187,59	-5,634
187,62	-5,514
187,65	-5,613
187,68	-5,597
187,71	-5,664
187,74	-5,552
187,77	-5,623
187,80	-5,522
187,83	-5,745
187,86	-5,609
187,89	-5,611
187,92	-5,518
187,95	-5,465
187,98	-5,589
188,01	-5,594
188,04	-5,669
188,07	-5,560
188,10	-5,611
188,13	-5,583
188,16	-5,570
188,19	-5,626
188,22	-5,599
188,25	-5,661
188,28	-5,564
188,31	-5,564
188,34	-5,568
188,37	-5,538
188,40	-5,559
188,43	-5,588
188,46	-5,619
188,49	-5,606
188,52	-5,574
188,55	-5,511
188,58	-5,635
188,61	-5,477
188,64	-5,611
188,67	-5,669
188,70	-5,633
188,73	-5,512
188,76	-5,584
188,79	-5,661
188,82	-5,520
188,85	-5,612
188,88	-5,617
188,91	-5,584
188,94	-5,467
188,97	-5,599
189,00	-5,627
189,03	-5,520
189,06	-5,557
189,09	-5,599
189,12	-5,595
189,15	-5,583
189,18	-5,518
189,21	-5,483
189,24	-5,604
189,27	-5,515
189,30	-5,582
189,33	-5,444
189,36	-5,491
189,39	-5,493
189,42	-5,481
189,45	-5,449
189,48	-5,353
189,51	-5,402
189,54	-5,386
189,57	-5,427
189,60	-5,553
189,63	-5,492
189,66	-5,368
189,69	-5,406
189,72	-5,444
189,75	-5,622
189,78	-5,410
189,81	-5,487
189,84	-5,535
189,87	-5,454
189,90	-5,545
189,93	-5,439
189,96	-5,582
189,99	-5,383
190,02	-5,552
190,05	-5,506
190,08	-5,612
190,11	-5,492
190,14	-5,390
190,17	-5,503
190,20	-5,422
190,23	-5,548
190,26	-5,372
190,29	-5,545
190,32	-5,429
190,35	-5,427
190,38	-5,430
190,41	-5,397
190,44	-5,512
190,47	-5,555
190,50	-5,644
190,53	-5,556
190,56	-5,588
190,59	-5,456
190,62	-5,605
190,65	-5,461
190,68	-5,583
190,71	-5,532
190,74	-5,531
190,77	-5,497
190,80	-5,557
190,83	-5,472
190,86	-5,534
190,89	-5,570
190,92	-5,473
190,95	-5,505
190,98	-5,545
191,01	-5,639
191,04	-5,537
191,07	-5,443
191,10	-5,456
191,13	-5,460
191,16	-5,565
191,19	-5,548
191,22	-5,456
191,25	-5,620
191,28	-5,514
191,31	-5,505
191,34	-5,492
191,37	-5,467
191,40	-5,514
191,43	-5,370
191,46	-5,389
191,49	-5,449
191,52	-5,449
191,55	-5,572
191,58	-5,504
191,61	-5,359
191,64	-5,493
191,67	-5,450
191,70	-5,480
191,73	-5,444
191,76	-5,401
191,79	-5,571
191,82	-5,566
191,85	-5,518
191,88	-5,432
191,91	-5,513
191,94	-5,535
191,97	-5,444
192,00	-5,389
192,03	-5,553
192,06	-5,439
192,09	-5,528
192,12	-5,521
192,15	-5,615
192,18	-5,545
192,21	-5,538
192,24	-5,456
192,27	-5,532
192,30	-5,311
192,33	-5,376
192,36	-5,421
192,39	-5,388
192,42	-5,417
192,45	-5,412
192,48	-5,408
192,51	-5,410
192,54	-5,386
192,57	-5,463
192,60	-5,397
192,63	-5,426
192,66	-5,672
192,69	-5,541
192,72	-5,385
192,75	-5,538
192,78	-5,425
192,81	-5,422
192,84	-5,321
192,87	-5,457
192,90	-5,380
192,93	-5,360
192,96	-5,496
192,99	-5,416
193,02	-5,414
193,05	-5,410
193,08	-5,461
193,11	-5,588
193,14	-5,458
193,17	-5,410
193,20	-5,435
193,23	-5,555
193,26	-5,568
193,29	-5,423
193,32	-5,551
193,35	-5,545
193,38	-5,522
193,41	-5,501
193,44	-5,397
193,47	-5,446
193,50	-5,460
193,53	-5,349
193,56	-5,421
193,59	-5,513
193,62	-5,493
193,65	-5,362
193,68	-5,403
193,71	-5,467
193,74	-5,434
193,77	-5,418
193,80	-5,536
193,83	-5,484
193,86	-5,371
193,89	-5,369
193,92	-5,463
193,95	-5,506
193,98	-5,502
194,01	-5,481
194,04	-5,572
194,07	-5,378
194,10	-5,486
194,13	-5,427
194,16	-5,450
194,19	-5,352
194,22	-5,552
194,25	-5,457
194,28	-5,501
194,31	-5,479
194,34	-5,307
194,37	-5,427
194,40	-5,345
194,43	-5,411
194,46	-5,429
194,49	-5,359
194,52	-5,422
194,55	-5,342
194,58	-5,389
194,61	-5,403
194,64	-5,371
194,67	-5,460
194,70	-5,332
194,73	-5,414
194,76	-5,518
194,79	-5,476
194,82	-5,577
194,85	-5,419
194,88	-5,558
194,91	-5,417
194,94	-5,349
194,97	-5,415
195,00	-5,429
195,03	-5,395
195,06	-5,386
195,09	-5,450
195,12	-5,601
195,15	-5,486
195,18	-5,340
195,21	-5,496
195,24	-5,349
195,27	-5,478
195,30	-5,442
195,33	-5,431
195,36	-5,489
195,39	-5,495
195,42	-5,506
195,45	-5,464
195,48	-5,319
195,51	-5,445
195,54	-5,351
195,57	-5,309
195,60	-5,326
195,63	-5,456
195,66	-5,379
195,69	-5,475
195,72	-5,466
195,75	-5,412
195,78	-5,511
195,81	-5,450
195,84	-5,372
195,87	-5,462
195,90	-5,485
195,93	-5,404
195,96	-5,567
195,99	-5,425
196,02	-5,379
196,05	-5,365
196,08	-5,482
196,11	-5,373
196,14	-5,333
196,17	-5,375
196,20	-5,466
196,23	-5,370
196,26	-5,348
196,29	-5,411
196,32	-5,400
196,35	-5,321
196,38	-5,281
196,41	-5,346
196,44	-5,323
196,47	-5,400
196,50	-5,406
196,53	-5,437
196,56	-5,283
196,59	-5,476
196,62	-5,465
196,65	-5,353
196,68	-5,553
196,71	-5,505
196,74	-5,452
196,77	-5,486
196,80	-5,332
196,83	-5,467
196,86	-5,380
196,89	-5,387
196,92	-5,427
196,95	-5,353
196,98	-5,498
197,01	-5,487
197,04	-5,350
197,07	-5,441
197,10	-5,408
197,13	-5,385
197,16	-5,416
197,19	-5,435
197,22	-5,442
197,25	-5,347
197,28	-5,336
197,31	-5,555
197,34	-5,388
197,37	-5,505
197,40	-5,443
197,43	-5,417
197,46	-5,328
197,49	-5,311
197,52	-5,446
197,55	-5,429
197,58	-5,405
197,61	-5,441
197,64	-5,306
197,67	-5,434
197,70	-5,412
197,73	-5,434
197,76	-5,369
197,79	-5,484
197,82	-5,420
197,85	-5,470
197,88	-5,334
197,91	-5,420
197,94	-5,328
197,97	-5,307
198,00	-5,467
198,03	-5,347
198,06	-5,458
198,09	-5,415
198,12	-5,293
198,15	-5,487
198,18	-5,332
198,21	-5,331
198,24	-5,426
198,27	-5,482
198,30	-5,326
198,33	-5,557
198,36	-5,568
198,39	-5,467
198,42	-5,511
198,45	-5,472
198,48	-5,448
198,51	-5,347
198,54	-5,427
198,57	-5,547
198,60	-5,483
198,63	-5,610
198,66	-5,523
198,69	-5,588
198,72	-5,448
198,75	-5,473
198,78	-5,480
198,81	-5,616
198,84	-5,501
198,87	-5,504
198,90	-5,557
198,93	-5,463
198,96	-5,523
198,99	-5,514
199,02	-5,641
199,05	-5,508
199,08	-5,600
199,11	-5,601
199,14	-5,682
199,17	-5,582
199,20	-5,597
199,23	-5,594
199,26	-5,537
199,29	-5,581
199,32	-5,579
199,35	-5,708
199,38	-5,628
199,41	-5,621
199,44	-5,398
199,47	-5,499
199,50	-5,578
199,53	-5,436
199,56	-5,425
199,59	-5,595
199,62	-5,459
199,65	-5,498
199,68	-5,656
199,71	-5,499
199,74	-5,603
199,77	-5,539
199,80	-5,534
199,83	-5,598
199,86	-5,633
199,89	-5,490
199,92	-5,561
199,95	-5,635
199,98	-5,499
200,01	-5,684
200,04	-5,559
200,07	-5,614
200,10	-5,702
200,13	-5,614
200,16	-5,625
200,19	-5,527
200,22	-5,668
200,25	-5,701
200,28	-5,577
200,31	-5,667
200,34	-5,587
200,37	-5,596
200,40	-5,515
200,43	-5,586
200,46	-5,644
200,49	-5,536
200,52	-5,716
200,55	-5,679
200,58	-5,687
200,61	-5,684
200,64	-5,632
200,67	-5,623
200,70	-5,589
200,73	-5,622
200,76	-5,577
200,79	-5,583
200,82	-5,783
200,85	-5,564
200,88	-5,632
200,91	-5,552
200,94	-5,616
200,97	-5,471
201,00	-5,673
201,03	-5,546
201,06	-5,702
201,09	-5,606
201,12	-5,684
201,15	-5,690
201,18	-5,696
201,21	-5,732
201,24	-5,619
201,27	-5,530
201,30	-5,658
201,33	-5,674
201,36	-5,797
201,39	-5,716
201,42	-5,676
201,45	-5,672
201,48	-5,636
201,51	-5,671
201,54	-5,686
201,57	-5,655
201,60	-5,719
201,63	-5,715
201,66	-5,639
201,69	-5,668
201,72	-5,669
201,75	-5,745
201,78	-5,716
201,81	-5,723
201,84	-5,726
201,87	-5,663
201,90	-5,689
201,93	-5,710
201,96	-5,576
201,99	-5,593
202,02	-5,610
202,05	-5,748
202,08	-5,642
202,11	-5,656
202,14	-5,705
202,17	-5,716
202,20	-5,599
202,23	-5,597
202,26	-5,580
202,29	-5,569
202,32	-5,577
202,35	-5,662
202,38	-5,620
202,41	-5,705
202,44	-5,725
202,47	-5,600
202,50	-5,472
202,53	-5,676
202,56	-5,644
202,59	-5,750
202,62	-5,557
202,65	-5,721
202,68	-5,659
202,71	-5,704
202,74	-5,521
202,77	-5,619
202,80	-5,526
202,83	-5,548
202,86	-5,599
202,89	-5,614
202,92	-5,481
202,95	-5,649
202,98	-5,553
203,01	-5,568
203,04	-5,547
203,07	-5,546
203,10	-5,506
203,13	-5,602
203,16	-5,515
203,19	-5,563
203,22	-5,619
203,25	-5,571
203,28	-5,614
203,31	-5,621
203,34	-5,578
203,37	-5,491
203,40	-5,487
203,43	-5,466
203,46	-5,566
203,49	-5,645
203,52	-5,545
203,55	-5,589
203,58	-5,573
203,61	-5,549
203,64	-5,514
203,67	-5,477
203,70	-5,566
203,73	-5,577
203,76	-5,523
203,79	-5,507
203,82	-5,439
203,85	-5,501
203,88	-5,497
203,91	-5,584
203,94	-5,452
203,97	-5,543
204,00	-5,506
204,03	-5,552
204,06	-5,702
204,09	-5,619
204,12	-5,580
204,15	-5,536
204,18	-5,528
204,21	-5,461
204,24	-5,584
204,27	-5,558
204,30	-5,505
204,33	-5,562
204,36	-5,500
204,39	-5,386
204,42	-5,413
204,45	-5,570
204,48	-5,375
204,51	-5,450
204,54	-5,571
204,57	-5,535
204,60	-5,576
204,63	-5,524
204,66	-5,472
204,69	-5,503
204,72	-5,495
204,75	-5,436
204,78	-5,384
204,81	-5,456
204,84	-5,578
204,87	-5,493
204,90	-5,572
204,93	-5,561
204,96	-5,518
204,99	-5,420
205,02	-5,460
205,05	-5,391
205,08	-5,556
205,11	-5,628
205,14	-5,391
205,17	-5,536
205,20	-5,553
205,23	-5,516
205,26	-5,376
205,29	-5,448
205,32	-5,473
205,35	-5,490
205,38	-5,375
205,41	-5,363
205,44	-5,283
205,47	-5,508
205,50	-5,449
205,53	-5,387
205,56	-5,554
205,59	-5,366
205,62	-5,431
205,65	-5,318
205,68	-5,535
205,71	-5,441
205,74	-5,442
205,77	-5,528
205,80	-5,409
205,83	-5,469
205,86	-5,404
205,89	-5,446
205,92	-5,540
205,95	-5,457
205,98	-5,487
206,01	-5,475
206,04	-5,437
206,07	-5,410
206,10	-5,299
206,13	-5,505
206,16	-5,437
206,19	-5,474
206,22	-5,422
206,25	-5,331
206,28	-5,503
206,31	-5,448
206,34	-5,480
206,37	-5,421
206,40	-5,437
206,43	-5,387
206,46	-5,353
206,49	-5,421
206,52	-5,411
206,55	-5,330
206,58	-5,252
206,61	-5,365
206,64	-5,444
206,67	-5,257
206,70	-5,448
206,73	-5,490
206,76	-5,409
206,79	-5,380
206,82	-5,224
206,85	-5,323
206,88	-5,336
206,91	-5,478
206,94	-5,370
206,97	-5,235
207,00	-5,296
207,03	-5,326
207,06	-5,379
207,09	-5,506
207,12	-5,443
207,15	-5,300
207,18	-5,493
207,21	-5,448
207,24	-5,418
207,27	-5,369
207,30	-5,336
207,33	-5,416
207,36	-5,408
207,39	-5,329
207,42	-5,519
207,45	-5,410
207,48	-5,393
207,51	-5,321
207,54	-5,223
207,57	-5,322
207,60	-5,284
207,63	-5,438
207,66	-5,405
207,69	-5,346
207,72	-5,423
207,75	-5,452
207,78	-5,492
207,81	-5,318
207,84	-5,278
207,87	-5,418
207,90	-5,385
207,93	-5,402
207,96	-5,365
207,99	-5,469
208,02	-5,404
208,05	-5,561
208,08	-5,304
208,11	-5,464
208,14	-5,483
208,17	-5,474
208,20	-5,265
208,23	-5,441
208,26	-5,408
208,29	-5,383
208,32	-5,507
208,35	-5,477
208,38	-5,303
208,41	-5,497
208,44	-5,419
208,47	-5,546
208,50	-5,465
208,53	-5,454
208,56	-5,318
208,59	-5,437
208,62	-5,491
208,65	-5,396
208,68	-5,433
208,71	-5,418
208,74	-5,525
208,77	-5,452
208,80	-5,529
208,83	-5,405
208,86	-5,532
208,89	-5,311
208,92	-5,445
208,95	-5,385
208,98	-5,496
209,01	-5,518
209,04	-5,439
209,07	-5,532
209,10	-5,439
209,13	-5,459
209,16	-5,490
209,19	-5,486
209,22	-5,524
209,25	-5,416
209,28	-5,449
209,31	-5,543
209,34	-5,488
209,37	-5,488
209,40	-5,410
209,43	-5,426
209,46	-5,477
209,49	-5,521
209,52	-5,423
209,55	-5,465
209,58	-5,526
209,61	-5,552
209,64	-5,464
209,67	-5,546
209,70	-5,451
209,73	-5,438
209,76	-5,456
209,79	-5,446
209,82	-5,612
209,85	-5,544
209,88	-5,591
209,91	-5,562
209,94	-5,498
209,97	-5,566
210,00	-5,433
210,03	-5,464
210,06	-5,566
210,09	-5,472
210,12	-5,556
210,15	-5,462
210,18	-5,507
210,21	-5,452
210,24	-5,392
210,27	-5,535
210,30	-5,404
210,33	-5,510
210,36	-5,554
210,39	-5,548
210,42	-5,619
210,45	-5,664
210,48	-5,556
210,51	-5,548
210,54	-5,663
210,57	-5,442
210,60	-5,607
210,63	-5,541
210,66	-5,408
210,69	-5,567
210,72	-5,413
210,75	-5,606
210,78	-5,672
210,81	-5,545
210,84	-5,472
210,87	-5,570
210,90	-5,456
210,93	-5,539
210,96	-5,372
210,99	-5,466
211,02	-5,534
211,05	-5,511
211,08	-5,569
211,11	-5,607
211,14	-5,492
211,17	-5,581
211,20	-5,559
211,23	-5,673
211,26	-5,513
211,29	-5,526
211,32	-5,490
211,35	-5,565
211,38	-5,594
211,41	-5,634
211,44	-5,444
211,47	-5,575
211,50	-5,528
211,53	-5,549
211,56	-5,649
211,59	-5,544
211,62	-5,604
211,65	-5,642
211,68	-5,532
211,71	-5,567
211,74	-5,629
211,77	-5,682
211,80	-5,532
211,83	-5,451
211,86	-5,642
211,89	-5,555
211,92	-5,636
211,95	-5,607
211,98	-5,623
212,01	-5,503
212,04	-5,689
212,07	-5,560
212,10	-5,475
212,13	-5,589
212,16	-5,595
212,19	-5,608
212,22	-5,484
212,25	-5,548
212,28	-5,546
212,31	-5,554
212,34	-5,648
212,37	-5,515
212,40	-5,586
212,43	-5,578
212,46	-5,593
212,49	-5,520
212,52	-5,597
212,55	-5,632
212,58	-5,709
212,61	-5,567
212,64	-5,698
212,67	-5,506
212,70	-5,582
212,73	-5,511
212,76	-5,667
212,79	-5,707
212,82	-5,556
212,85	-5,572
212,88	-5,495
212,91	-5,585
212,94	-5,571
212,97	-5,683
213,00	-5,570
213,03	-5,665
213,06	-5,591
213,09	-5,582
213,12	-5,598
213,15	-5,647
213,18	-5,705
213,21	-5,534
213,24	-5,622
213,27	-5,629
213,30	-5,653
213,33	-5,517
213,36	-5,699
213,39	-5,494
213,42	-5,664
213,45	-5,660
213,48	-5,437
213,51	-5,532
213,54	-5,534
213,57	-5,594
213,60	-5,557
213,63	-5,573
213,66	-5,449
213,69	-5,630
213,72	-5,583
213,75	-5,580
213,78	-5,518
213,81	-5,575
213,84	-5,482
213,87	-5,572
213,90	-5,590
213,93	-5,605
213,96	-5,456
213,99	-5,665
214,02	-5,438
214,05	-5,500
214,08	-5,484
214,11	-5,574
214,14	-5,587
214,17	-5,589
214,20	-5,518
214,23	-5,532
214,26	-5,566
214,29	-5,633
214,32	-5,637
214,35	-5,501
214,38	-5,549
214,41	-5,513
214,44	-5,636
214,47	-5,621
214,50	-5,462
214,53	-5,644
214,56	-5,443
214,59	-5,641
214,62	-5,626
214,65	-5,540
214,68	-5,490
214,71	-5,608
214,74	-5,626
214,77	-5,572
214,80	-5,467
214,83	-5,525
214,86	-5,474
214,89	-5,548
214,92	-5,502
214,95	-5,558
214,98	-5,493
215,01	-5,535
215,04	-5,547
215,07	-5,622
215,10	-5,545
215,13	-5,579
215,16	-5,595
215,19	-5,517
215,22	-5,479
215,25	-5,625
215,28	-5,561
215,31	-5,612
215,34	-5,515
215,37	-5,485
215,40	-5,532
215,43	-5,628
215,46	-5,621
215,49	-5,507
215,52	-5,468
215,55	-5,656
215,58	-5,591
215,61	-5,664
215,64	-5,604
215,67	-5,510
215,70	-5,646
215,73	-5,630
215,76	-5,615
215,79	-5,600
215,82	-5,657
215,85	-5,562
215,88	-5,670
215,91	-5,573
215,94	-5,723
215,97	-5,686
216,00	-5,563
216,03	-5,592
216,06	-5,555
216,09	-5,494
216,12	-5,642
216,15	-5,526
216,18	-5,475
216,21	-5,611
216,24	-5,658
216,27	-5,507
216,30	-5,667
216,33	-5,535
216,36	-5,581
216,39	-5,460
216,42	-5,564
216,45	-5,530
216,48	-5,497
216,51	-5,495
216,54	-5,573
216,57	-5,603
216,60	-5,613
216,63	-5,489
216,66	-5,501
216,69	-5,609
216,72	-5,428
216,75	-5,508
216,78	-5,584
216,81	-5,507
216,84	-5,519
216,87	-5,552
216,90	-5,577
216,93	-5,452
216,96	-5,508
216,99	-5,662
217,02	-5,490
217,05	-5,628
217,08	-5,624
217,11	-5,635
217,14	-5,525
217,17	-5,585
217,20	-5,585
217,23	-5,491
217,26	-5,559
217,29	-5,601
217,32	-5,402
217,35	-5,453
217,38	-5,495
217,41	-5,527
217,44	-5,479
217,47	-5,727
217,50	-5,523
217,53	-5,515
217,56	-5,467
217,59	-5,501
217,62	-5,588
217,65	-5,611
217,68	-5,680
217,71	-5,543
217,74	-5,549
217,77	-5,502
217,80	-5,453
217,83	-5,633
217,86	-5,413
217,89	-5,523
217,92	-5,424
217,95	-5,591
217,98	-5,502
218,01	-5,426
218,04	-5,447
218,07	-5,652
218,10	-5,444
218,13	-5,480
218,16	-5,428
218,19	-5,409
218,22	-5,564
218,25	-5,363
218,28	-5,528
218,31	-5,549
218,34	-5,439
218,37	-5,619
218,40	-5,479
218,43	-5,411
218,46	-5,493
218,49	-5,523
218,52	-5,581
218,55	-5,479
218,58	-5,592
218,61	-5,449
218,64	-5,615
218,67	-5,552
218,70	-5,562
218,73	-5,594
218,76	-5,544
218,79	-5,576
218,82	-5,527
218,85	-5,464
218,88	-5,520
218,91	-5,560
218,94	-5,595
218,97	-5,425
219,00	-5,412
219,03	-5,472
219,06	-5,532
219,09	-5,565
219,12	-5,516
219,15	-5,406
219,18	-5,500
219,21	-5,509
219,24	-5,476
219,27	-5,555
219,30	-5,490
219,33	-5,616
219,36	-5,462
219,39	-5,504
219,42	-5,426
219,45	-5,524
219,48	-5,470
219,51	-5,599
219,54	-5,426
219,57	-5,598
219,60	-5,476
219,63	-5,506
219,66	-5,490
219,69	-5,523
219,72	-5,473
219,75	-5,517
219,78	-5,552
219,81	-5,492
219,84	-5,489
219,87	-5,606
219,90	-5,473
219,93	-5,524
219,96	-5,383
219,99	-5,509
220,02	-5,526
220,05	-5,559
220,08	-5,545
220,11	-5,532
220,14	-5,440
220,17	-5,534
220,20	-5,505
220,23	-5,428
220,26	-5,515
220,29	-5,485
220,32	-5,468
220,35	-5,521
220,38	-5,570
220,41	-5,492
220,44	-5,559
220,47	-5,456
220,50	-5,506
220,53	-5,444
220,56	-5,445
220,59	-5,482
220,62	-5,515
220,65	-5,487
220,68	-5,600
220,71	-5,459
220,74	-5,512
220,77	-5,447
220,80	-5,575
220,83	-5,502
220,86	-5,535
220,89	-5,396
220,92	-5,661
220,95	-5,483
220,98	-5,492
221,01	-5,504
221,04	-5,416
221,07	-5,561
221,10	-5,498
221,13	-5,463
221,16	-5,541
221,19	-5,594
221,22	-5,392
221,25	-5,485
221,28	-5,447
221,31	-5,462
221,34	-5,488
221,37	-5,455
221,40	-5,522
221,43	-5,430
221,46	-5,632
221,49	-5,612
221,52	-5,604
221,55	-5,525
221,58	-5,394
221,61	-5,465
221,64	-5,541
221,67	-5,559
221,70	-5,424
221,73	-5,534
221,76	-5,582
221,79	-5,575
221,82	-5,429
221,85	-5,413
221,88	-5,568
221,91	-5,599
221,94	-5,373
221,97	-5,438
222,00	-5,536
222,03	-5,481
222,06	-5,471
222,09	-5,615
222,12	-5,507
222,15	-5,522
222,18	-5,623
222,21	-5,502
222,24	-5,478
222,27	-5,497
222,30	-5,443
222,33	-5,456
222,36	-5,433
222,39	-5,513
222,42	-5,502
222,45	-5,500
222,48	-5,506
222,51	-5,514
222,54	-5,640
222,57	-5,512
222,60	-5,547
222,63	-5,440
222,66	-5,428
222,69	-5,383
222,72	-5,482
222,75	-5,580
222,78	-5,415
222,81	-5,386
222,84	-5,469
222,87	-5,459
222,90	-5,442
222,93	-5,441
222,96	-5,401
222,99	-5,356
223,02	-5,455
223,05	-5,453
223,08	-5,291
223,11	-5,380
223,14	-5,513
223,17	-5,487
223,20	-5,416
223,23	-5,475
223,26	-5,370
223,29	-5,480
223,32	-5,325
223,35	-5,342
223,38	-5,534
223,41	-5,457
223,44	-5,457
223,47	-5,429
223,50	-5,401
223,53	-5,435
223,56	-5,436
223,59	-5,256
223,62	-5,485
223,65	-5,351
223,68	-5,348
223,71	-5,429
223,74	-5,375
223,77	-5,348
223,80	-5,376
223,83	-5,412
223,86	-5,349
223,89	-5,446
223,92	-5,477
223,95	-5,369
223,98	-5,367
224,01	-5,496
224,04	-5,421
224,07	-5,577
224,10	-5,403
224,13	-5,468
224,16	-5,278
224,19	-5,315
224,22	-5,424
224,25	-5,349
224,28	-5,426
224,31	-5,414
224,34	-5,476
224,37	-5,462
224,40	-5,293
224,43	-5,419
224,46	-5,481
224,49	-5,501
224,52	-5,418
224,55	-5,361
224,58	-5,546
224,61	-5,576
224,64	-5,400
224,67	-5,371
224,70	-5,444
224,73	-5,422
224,76	-5,344
224,79	-5,454
224,82	-5,346
224,85	-5,405
224,88	-5,472
224,91	-5,530
224,94	-5,521
224,97	-5,550
225,00	-5,471
225,03	-5,397
225,06	-5,506
225,09	-5,499
225,12	-5,436
225,15	-5,422
225,18	-5,440
225,21	-5,437
225,24	-5,490
225,27	-5,516
225,30	-5,550
225,33	-5,376
225,36	-5,380
225,39	-5,491
225,42	-5,377
225,45	-5,471
225,48	-5,282
225,51	-5,484
225,54	-5,421
225,57	-5,466
225,60	-5,474
225,63	-5,438
225,66	-5,412
225,69	-5,496
225,72	-5,505
225,75	-5,409
225,78	-5,440
225,81	-5,391
225,84	-5,351
225,87	-5,483
225,90	-5,381
225,93	-5,499
225,96	-5,641
225,99	-5,653
226,02	-5,503
226,05	-5,576
226,08	-5,496
226,11	-5,542
226,14	-5,514
226,17	-5,491
226,20	-5,407
226,23	-5,514
226,26	-5,545
226,29	-5,560
226,32	-5,524
226,35	-5,459
226,38	-5,468
226,41	-5,406
226,44	-5,470
226,47	-5,394
226,50	-5,578
226,53	-5,520
226,56	-5,453
226,59	-5,564
226,62	-5,573
226,65	-5,353
226,68	-5,490
226,71	-5,598
226,74	-5,416
226,77	-5,571
226,80	-5,580
226,83	-5,537
226,86	-5,641
226,89	-5,581
226,92	-5,514
226,95	-5,595
226,98	-5,528
227,01	-5,669
227,04	-5,558
227,07	-5,632
227,10	-5,554
227,13	-5,504
227,16	-5,577
227,19	-5,502
227,22	-5,589
227,25	-5,560
227,28	-5,541
227,31	-5,611
227,34	-5,565
227,37	-5,710
227,40	-5,399
227,43	-5,572
227,46	-5,568
227,49	-5,469
227,52	-5,582
227,55	-5,560
227,58	-5,574
227,61	-5,568
227,64	-5,490
227,67	-5,505
227,70	-5,552
227,73	-5,512
227,76	-5,542
227,79	-5,633
227,82	-5,657
227,85	-5,535
227,88	-5,649
227,91	-5,632
227,94	-5,614
227,97	-5,554
228,00	-5,547
228,03	-5,611
228,06	-5,539
228,09	-5,580
228,12	-5,560
228,15	-5,529
228,18	-5,568
228,21	-5,553
228,24	-5,577
228,27	-5,450
228,30	-5,663
228,33	-5,582
228,36	-5,576
228,39	-5,636
228,42	-5,583
228,45	-5,677
228,48	-5,589
228,51	-5,637
228,54	-5,588
228,57	-5,816
228,60	-5,534
228,63	-5,607
228,66	-5,485
228,69	-5,588
228,72	-5,589
228,75	-5,568
228,78	-5,607
228,81	-5,545
228,84	-5,505
228,87	-5,621
228,90	-5,641
228,93	-5,528
228,96	-5,569
228,99	-5,598
229,02	-5,573
229,05	-5,489
229,08	-5,688
229,11	-5,481
229,14	-5,710
229,17	-5,551
229,20	-5,488
229,23	-5,478
229,26	-5,531
229,29	-5,520
229,32	-5,645
229,35	-5,702
229,38	-5,730
229,41	-5,681
229,44	-5,716
229,47	-5,631
229,50	-5,598
229,53	-5,604
229,56	-5,658
229,59	-5,530
229,62	-5,491
229,65	-5,459
229,68	-5,689
229,71	-5,522
229,74	-5,611
229,77	-5,497
229,80	-5,583
229,83	-5,613
229,86	-5,684
229,89	-5,512
229,92	-5,530
229,95	-5,632
229,98	-5,618
230,01	-5,654
230,04	-5,547
230,07	-5,660
230,10	-5,527
230,13	-5,595
230,16	-5,564
230,19	-5,546
230,22	-5,607
230,25	-5,557
230,28	-5,460
230,31	-5,777
230,34	-5,618
230,37	-5,586
230,40	-5,643
230,43	-5,621
230,46	-5,591
230,49	-5,591
230,52	-5,477
230,55	-5,714
230,58	-5,601
230,61	-5,649
230,64	-5,523
230,67	-5,535
230,70	-5,584
230,73	-5,636
230,76	-5,570
230,79	-5,497
230,82	-5,643
230,85	-5,516
230,88	-5,612
230,91	-5,643
230,94	-5,508
230,97	-5,641
231,00	-5,595
231,03	-5,636
231,06	-5,554
231,09	-5,625
231,12	-5,554
231,15	-5,654
231,18	-5,503
231,21	-5,583
231,24	-5,429
231,27	-5,723
231,30	-5,606
231,33	-5,533
231,36	-5,551
231,39	-5,548
231,42	-5,462
231,45	-5,630
231,48	-5,494
231,51	-5,512
231,54	-5,558
231,57	-5,544
231,60	-5,594
231,63	-5,569
231,66	-5,637
231,69	-5,687
231,72	-5,598
231,75	-5,597
231,78	-5,604
231,81	-5,694
231,84	-5,691
231,87	-5,687
231,90	-5,636
231,93	-5,568
231,96	-5,607
231,99	-5,640
232,02	-5,662
232,05	-5,577
232,08	-5,543
232,11	-5,523
232,14	-5,693
232,17	-5,476
232,20	-5,511
232,23	-5,582
232,26	-5,512
232,29	-5,623
232,32	-5,644
232,35	-5,723
232,38	-5,580
232,41	-5,556
232,44	-5,617
232,47	-5,627
232,50	-5,575
232,53	-5,645
232,56	-5,666
232,59	-5,597
232,62	-5,594
